run,  run_length, dqm_ctag_inst, subruns, nearline_ctag_total
26320 0.0611458333442 453.541573034 495 31547264.6026
26321 0.0619560184423 403.111879438 495 30414653.1818
26322 0.0615624999627 429.563555568 495 31956440.777
26323 0.0201736111194 456.182758621 164 10676839.8182
26326 0.00189814821351 461.166666667 16 997031.384615
26327 0.00872685178183 443.35 71 4452044.35
26328 0.0202430556528 451.831034483 165 10117201.875
26329 0.0155671297107 454.656521739 127 8814292.5122
26330 0.00210648146458 526.3 18 783661.5
26333 0.00817129632924 451.358333333 67 4314778.3871
26335 0.00216435187031 450.0 18 1171596.0
26338 0.00163194444031 570.8 14 889263.0
26339 0.06356481486 425.871106522 496 31601720.3333
26340 0.0628240741789 443.414285714 496 31583116.0
26341 0.0139930555597 438.225 110 6916328.15789
26343 0.00556712958496 353.090755556 48 3262400.0
26344 0.00629629637115 475.488888889 54 3980659.5
26347 0.00723379629198 435.527272727 59 3716918.47273
26348 0.00769675930496 249.663636364 57 3545960.5
26349 0.0037384260213 432.7 30 2082072.0
26350 0.00729166669771 429.42 58 3473270.29412
26351 0.0073148147203 450.19 59 3989111.6875
26352 0.00729166669771 374.454545455 58 3613449.71429
26353 0.00730324082542 450.38 58 3877458.32432
26354 0.00733796297573 459.418181818 59 3898638.52381
26355 0.00247685180511 447.433333333 20 981388.0
26356 0.00515046285 443.014285714 41 3024488.0
26357 0.00719907402527 432.5 58 3771157.0
26358 0.0131597223226 115.239884842 95 3746705.0
26359 0.0267013888806 284.174439474 201 7934804.22414
26360 0.0447337963851 105.217403391 313 3984547.21505
26361 0.0612962961895 410.695524719 494 30653082.4516
26362 0.0013194445055 430.7 11 787464.333333
26363 0.00119212956633 444.95 10 661060.0
26364 0.00666666671168 413.28 53 3110996.94444
26366 0.0617129630409 418.904446067 494 29615673.8378
26367 0.0316782407463 442.98 255 15813612.5
26368 0.059745370294 429.973255814 480 30536257.7986
26370 0.0619097221643 419.219807865 495 30938793.6
26373 0.0075578703545 225.877372727 57 2851528.5
26374 0.0578356480692 436.923809524 467 29777012.6038
26379 0.0193981481716 449.846428571 158 10019203.1494
26380 0.0152777776821 443.559090909 123 7960034.23529
26381 0.0029745369684 461.42 25 1549600.0
26383 0.0622337962268 384.933459326 495 29131289.7097
26384 0.00278935185634 445.875 23 1639135.25
26385 0.00873842590954 345.503846154 64 3999117.91304
26473 0.0641435184516 224.799560207 495 22987183.4211
26474 0.0605208333582 370.364367816 493 24518497.18
26475 0.0595370370429 372.620577791 494 24775484.4198
26476 0.0190393518424 399.440740741 152 6606051.73333
26477 0.0178819444263 380.872 143 11209950.18
26478 0.060763888876 413.6 495 39041175.0122
26482 0.0373032407369 416.053703704 306 24728303.5751
26483 0.0138194444589 407.994736842 104 8400279.60909
26486 0.0618402777473 365.692149955 495 39001208.602
26487 0.0577430555131 437.803614458 495 43877522.8922
26488 0.0271759260213 418.007692308 223 19803460.6734
26491 0.0617592592025 376.621910112 495 29699122.5
26492 0.0605324073695 413.931034483 495 29446427.6733
26493 0.0640162037453 299.846476728 495 30554087.1429
26494 0.0292129629524 426.571428571 239 14786099.7895
26496 0.0606249999255 429.485227273 496 29978945.6911
26497 0.0625810185447 238.499053811 482 25303226.9286
26498 0.0570486111101 450.990243902 496 31946228.6742
26499 0.0641319444403 222.282365591 495 31808245.1351
26500 0.0622569444822 358.088539326 495 30516387.4648
26501 0.0606944444589 380.510552159 496 32109877.376
26502 0.0653587963898 217.698988484 495 25293945.6
26503 0.0202546295477 366.035311333 162 8361152.1
26504 0.0638773147948 223.582539565 496 18952849.3559
26505 0.0174421296688 456.372 148 9590830.54545
26506 0.0586226851447 465.090588235 497 32017134.5258
26507 0.0600462963339 447.720930233 496 31029701.6471
26508 0.0601041667396 444.837931034 497 30610029.3761
26509 0.0431597222341 452.648387097 357 22514352.7241
26510 0.0604282406857 439.195402299 497 32802952.5833
26511 0.0602430555737 445.603139535 497 32103346.6353
26512 0.0602662037127 450.84137931 497 32751377.0
26513 0.00331018527504 451.68 27 1685872.63636
26514 0.0555092592258 445.885 458 29196136.9048
26517 0.0621875000652 343.616935967 496 28726688.4211
26518 0.0601967592956 452.351724138 497 30680132.8376
26519 0.0601041666232 456.476744186 497 30218428.3333
26521 0.0605555556249 447.328735632 496 30536575.1351
26522 0.0265856480692 464.784615385 219 12531827.875
26524 0.0643518518191 255.710177624 496 28441398.1714
26525 0.0617013889132 392.11247191 497 27859013.9292
26526 0.0255787036149 380.304324324 203 10504128.6667
26563 0.0609722222434 436.120454545 496 10919805.4737
26565 0.061944444431 381.255801573 496 10326976.0
26566 0.0631712963805 348.371252418 495 10593170.1562
26567 0.0462037036195 268.934509104 356 6165991.2
26569 0.0609259259654 424.671590909 495 10490702.2297
26570 0.0610995370662 424.370454545 495 10417157.1429
26571 0.060833333293 428.723863636 495 11130216.4286
26572 0.00417824066244 439.516666667 34 690741.384615
26573 0.0609374999767 431.939772727 495 10587132.3034
26574 0.061412037001 415.380561798 495 10099523.6719
26575 0.0654745370848 219.577664632 495 8767399.42623
26576 0.0610995370662 426.834090909 495 9698904.94737
26577 0.0268634259701 423.171794872 217 3625961.5
26579 0.0276273147902 440.895 226 9373075.13514
26580 0.0611921296222 421.797625 495 30402600.8242
26581 0.060925925849 435.015909091 495 31485710.1869
26582 0.0633333333535 314.692926374 495 27708685.7143
26583 0.0355787037406 376.523588235 281 16527840.0638
26585 0.0166319444543 423.533333333 136 8507422.46154
26586 0.0617824074579 391.785225506 495 31406237.7523
26587 0.0609143518377 429.828409091 495 30754300.5
26588 0.062546296278 354.042778556 495 28982225.8537
26589 0.0615740740905 388.315727865 495 30398785.0
26590 0.0609259259654 427.678409091 495 28912572.0968
26591 0.0609027778264 432.501149425 496 30473253.5111
26592 0.060810185154 429.5875 495 29721417.8049
26593 0.0609374999767 433.303409091 495 30800905.8261
26594 0.0607175925979 439.086206897 495 30424286.0204
26595 0.0180092592491 429.534615385 146 9014773.43529
26601 0.0576157406904 482.930120482 495 34621948.4862
26602 0.030115740723 463.345 262 18409747.1579
26604 0.0609722222434 441.520454545 495 31518589.7561
26607 0.0610763889272 427.5 495 30351230.7353
26608 0.0675231481437 158.168388361 494 16970963.1765
26609 0.0622453703545 370.22 495 24174680.4673
26610 0.0611921296222 421.990909091 494 31015596.6957
26613 0.0624189815717 357.599917111 495 27123127.1495
26615 0.0150810185587 419.318181818 121 7574603.66667
26616 0.0143518518889 427.138095238 117 7337523.375
26622 0.0611226852052 437.130681818 494 31746771.1901
26623 0.013356481446 435.294736842 108 7138596.0
26624 0.061319444445 414.199662921 492 29196260.3284
26654 0.0599768519169 346.614631379 495 28959486.0612
26655 0.00376157404389 405.616666667 32 1611062.58824
26656 0.0571412036661 409.102804878 495 30049032.973
26658 0.0301504629897 431.118604651 266 16662835.6901
26659 0.0571180556435 378.017880241 487 29994065.0147
26672 0.0587731482228 530.549733447 496 36488060.0784
26673 0.0243518518982 238.899463714 189 7856386.08197
26674 0.0637615740998 311.006606196 496 25750608.3137
26675 0.0660416666651 165.987124442 495 17614040.4
26676 0.0112731481204 439.3125 92 5961423.07692
26678 0.061388888862 397.45419 495 28718455.8716
26679 0.0613541665953 403.296635682 495 29872630.1351
26680 0.0609837962547 427.5625 496 31699535.0588
26681 0.00182870379649 431.05 15 1044945.0
26682 0.0461458333302 412.023530303 372 23368754.1951
26683 0.0607523147482 446.368965517 496 31821505.7231
26684 0.0630439814413 345.949701099 495 26412131.25
26685 0.064074074151 306.297870462 495 22126578.1579
26686 0.0626273148227 362.019581901 495 28850041.1947
26687 0.0372685184702 158.970406537 265 5620977.35294
26688 0.00649305561092 90.92 45 559257.428571
26689 0.0620023148367 402.567437674 495 30484066.9737
26690 0.0612268518889 424.028409091 494 32513413.7966
26691 0.0623263888992 390.959572506 495 29828958.6486
26692 0.0617129629245 406.342696629 495 30414066.375
26695 0.0623148147715 385.065555556 495 28973182.8571
26696 0.0617129629245 404.404545455 495 29288883.0882
26697 0.0411226851866 429.706779661 334 20910741.3069
26700 0.0332175925141 387.145833333 265 16586813.75
26702 0.0622685186099 387.700617978 495 30501722.8899
26703 0.064143518568 289.336413043 495 23338142.4375
26704 0.0643055555411 289.407526882 495 23084556.8919
26705 0.0274189815391 419.741025641 222 13973418.4898
26706 0.0626967593562 365.073411111 495 27918435.8152
26707 0.0381134259515 422.956363636 307 19007692.4615
26708 0.0625 382.985555556 494 28564705.1215
26709 0.0615624999627 423.29752809 494 30767366.6931
26710 0.061527777696 423.976136364 493 30984565.9636
26711 0.0181365740718 423.273076923 146 9540255.28571
26712 0.061319444445 425.601136364 494 31857353.6667
26713 0.0615624999627 420.384269663 494 31740937.9802
26714 0.0612615740392 426.314606742 494 30935997.2381
26715 0.0611921296222 430.835227273 495 29525020.2198
26716 0.0616319444962 403.412551685 495 28335883.125
26717 0.061527777696 403.690177273 495 30934861.7553
26718 0.0612731481669 432.686363636 495 30997788.0882
26719 0.0612152777612 430.1 495 30853812.3113
26720 0.0252083332743 348.327386111 199 10599482.9333
26755 0.0610879629385 444.325 495 32460714.0
26757 0.0611458333442 438.445454545 495 32288464.5492
26758 0.0613078704337 442.230337079 494 31637918.8189
26759 0.0619328704197 402.873229213 494 32997731.2321
26760 0.0621064815205 408.632921348 494 26802885.6034
26761 0.0613310185727 442.381818182 494 33369554.7059
26762 0.061296296306 438.961797753 494 31847635.0722
26763 0.0612731481669 443.568539326 494 31294156.6916
26765 0.0616319444962 428.712134831 494 30920181.3968
26766 0.0290162037127 432.114285714 234 14477222.8421
26768 0.0548958332511 436.792405063 443 28297751.992
26769 0.0067361111287 274.85957 52 2011870.95652
26770 0.0573379629059 461.509638554 495 33565680.9783
26771 0.0554976852145 503.507594937 494 35807604.82
26772 0.0568287037313 452.812926829 495 31521335.3465
26773 0.0556481481763 501.51625 494 36119373.7412
26774 0.0362268518656 466.128846154 305 21327843.2258
26775 0.0269097222481 171.652710526 199 5518894.86
26777 0.0649074073881 304.067765957 496 23286597.3832
26782 0.00475694437046 339.25 37 1943231.77778
26783 0.0619097222807 428.55 494 32500745.2566
26784 0.0238425926073 443.728571429 191 12325365.8222
26789 0.00495370372664 446.042857143 40 2623331.42857
26792 0.0614930555457 442.723863636 494 32111672.8636
26793 0.06143518514 439.264772727 494 32677916.7419
26794 0.0160069444682 447.491304348 129 8476665.88235
26797 0.061527777696 440.210227273 494 32413440.699
26798 0.061458333279 431.058426966 493 32509192.8108
26799 0.0611458333442 299.289980682 473 17045270.0
26802 0.0612268518889 439.088764045 494 32241803.9048
26803 0.0634722221876 312.813513043 495 23765180.7203
26804 0.0254861110589 435.389722222 205 12057444.8039
26995 0.0198726851959 219.291408621 150 7442793.75
26996 0.0633101850981 341.716725275 495 28377951.25
26999 0.00925925921183 85.3224579231 66 2293155.33333
27013 0.0557523147436 316.654998238 433 25947194.5526
27018 0.0527314814972 239.107922078 409 25184698.807
27019 0.0617361110635 387.199072135 495 30341237.7273
27021 0.0131134259282 435.710526316 107 6286744.2381
27022 0.0298842592165 347.632138442 236 14435048.1667
27023 0.00259259250015 112.0434475 19 723735.333333
27024 0.0610185185215 434.759090909 495 30022552.4211
27026 0.0611574073555 425.271590909 495 30104363.1429
27028 0.0465856482042 415.28358209 374 23245335.1842
27029 0.0164004629478 422.62 133 8647138.23077
27030 0.0615624999627 406.487885955 495 30533423.9674
27032 0.0616666666465 411.157910112 495 29338980.0
27034 0.0111226851586 432.50625 90 5686268.82353
27036 0.0618171296082 414.618921348 494 31904523.9623
27039 0.0536689815344 393.65987013 425 26017035.6436
27041 0.0612268517725 434.405681818 494 32453163.1948
27042 0.0666898147902 246.233999021 494 19517602.6341
27043 0.0480787038105 113.426086957 346 2504378.98507
27087 0.0320601852145 91.6446618298 209 11057200.7333
27088 0.062384259305 152.263675789 494 32667026.1667
27089 0.061342592584 430.771022727 495 33922692.2872
27090 0.0320949073648 425.066652174 258 17844202.35
27092 0.0615740740905 417.911337079 495 34793795.2703
27093 0.0611458333442 443.061363636 495 34551306.1184
27096 0.061296296306 426.997585227 495 34933006.1066
27097 0.0613310185727 431.604545455 495 34719492.0259
27098 0.0615625000792 426.321877528 495 33773293.125
27099 0.0612731481669 441.125842697 495 34404910.1786
27100 0.0534953703173 426.28961039 433 30197393.2165
27101 0.0624884259887 409.509713253 495 32555488.2065
27102 0.0639699073508 319.292971739 495 32572960.7143
27103 0.00939814816229 400.385692308 74 5607199.15385
27105 0.0252893518191 146.867940528 186 9639140.0
27111 0.00310185179114 50.02 26 186438.2
27116 0.00357638881542 51.738 31 227813.833333
27121 0.00326388888061 51.9025 28 163193.333333
27122 0.00399305555038 51.195 34 235713.5
27123 0.00313657417428 50.87 26 187131.0
27124 0.00288194441237 52.02 25 177996.0
27125 0.00309027777985 51.685 26 178940.0
27166 0.0502430555644 320.393525 385 25985583.5556
27170 0.0578819444636 478.690361446 495 36732528.4615
27171 0.00935185176786 435.069230769 75 5246827.17391
27172 0.0658912037034 197.738139474 495 22247415.4737
27173 0.0643287036801 309.600322581 496 25022585.9048
27174 0.0654861110961 277.706484043 496 21222593.5304
27175 0.0710532406811 81.5963689216 496 8008259.85185
27176 0.0347337963758 362.766086 272 16664537.6508
27178 0.0102430555271 462.4 83 5858924.48387
27179 0.0105671295896 467.4 86 6111478.2
27180 0.0104861110449 463.126666667 85 6097910.2
27181 0.0104976851726 457.113333333 85 5898186.125
27182 0.0109953704523 422.05 88 5463160.0
27183 0.0107638889458 422.686666667 87 5808068.44444
27184 0.0103819443611 451.4 84 5716202.33333
27185 0.0102893519215 438.28 83 5176474.83333
27186 0.0104166666279 431.213333333 84 5749649.23077
27187 0.0103240741882 446.78 84 5750531.6129
27188 0.0617592592025 419.533220225 495 32580152.1196
27189 0.0612037037499 436.911363636 494 33515636.5082
27190 0.061319444445 432.668181818 495 34438891.6667
27191 0.0497453704011 436.490001111 402 27275327.5588
27192 0.0633449073648 355.308241758 495 33823741.2097
27193 0.0609374999767 446.992045455 495 34887562.337
27194 0.061388888862 434.641573034 495 33486266.1654
27195 0.0614930555457 411.544381136 495 33945729.6951
27196 0.00487268518191 256.134285714 36 2399961.6
27197 0.0611805556109 442.173863636 495 33340743.3333
27198 0.0334606481483 450.564583333 272 18020612.7158
27201 0.0303240740905 439.71627907 247 16648326.0779
27203 0.0619791666977 403.982639213 494 33228425.2336
27204 0.062430555583 403.809665622 494 33610833.1619
27205 0.0620370371034 407.427371111 494 34390742.6379
27206 0.0287615740672 452.157142857 232 15922893.7674
27207 0.00222222227603 456.566666667 18 1244671.0
27210 0.00259259261657 449.766666667 21 1620353.0
27211 0.0616319444962 443.005681818 494 35344194.4762
27212 0.062430555583 400.044114444 494 32419607.7636
27213 0.0264120370848 383.752631579 206 14194216.5091
27215 0.010081018554 397.1 79 5401208.73077
27415 0.0699074075092 216.71061953 473 25397868.8679
27416 0.0212499999907 395.2480651 146 9523959.6
27417 0.0207407406997 434.133333333 159 10258338.6176
27418 0.0417939814506 147.650199217 296 14789156.1538
27419 0.0134722222574 264.963157895 101 6633604.25
27420 0.0146180555457 328.552380952 112 8096850.75862
27421 0.0142939814832 292.766666667 109 8320848.28846
27422 0.0147916666465 265.443619048 113 7209066.5122
27423 0.013935185154 272.12 108 6400508.57143
27424 0.0132986111566 274.168421053 103 6419551.13043
27425 0.00178240740206 318.766666667 14 931269.818182
27426 0.0134722222574 291.5 104 6501788.8
27427 0.0135416666744 304.073684211 105 6589616.25
27428 0.0133796297014 312.063157895 103 6604372.56098
27429 0.013356481446 318.121052632 103 7026518.74286
27430 0.0134374999907 316.963157895 104 7147788.63158
27431 0.0135763889411 301.015789474 105 6144320.0
27432 0.0151967592537 160.133519333 107 6629807.89286
27433 0.0135995370802 178.437561632 98 1675949.88235
27434 0.014467592584 303.025 110 6759569.38462
27435 0.0653703702847 287.564693253 496 31800169.3237
27436 0.0652777777286 296.138339426 497 30263426.24
27437 0.0572569444776 317.224634146 439 31204737.5267
27439 0.0645601851866 329.236666667 497 34305523.5045
27440 0.0329513889737 309.258333333 252 16578063.0
27442 0.0677083333721 180.56 495 19225807.5
27443 0.00936342601199 231.95 69 3104263.58182
27444 0.0137268517865 186.0 99 3795195.46154
27445 0.00550925917923 188.7875 40 1414075.0
27447 0.0234490740113 192.141176471 172 6789686.42105
27449 0.0185995370848 158.534615385 131 4611658.5
27450 0.00821759260725 96.4233333333 55 2336757.5
27451 0.00811342592351 366.091666667 63 4573584.0
27453 0.0132291667396 322.026315789 100 6654168.25397
27455 0.0259953703498 270.952631579 192 11928540.0
27457 0.0139930555597 287.5775 106 8018423.0
27458 0.0132754630176 332.78 102 8203299.0
27459 0.0133101852844 344.2 103 7657306.6087
27460 0.0139467592817 324.63 107 8342474.63158
27461 0.0134722222574 346.915 105 8965013.75
27462 0.0135879629524 323.4901953 105 7511067.5
27463 0.0132754630176 381.715789474 100 7992437.77778
27464 0.0132870370289 398.5 103 8369274.36364
27465 0.0131365740672 398.5 102 7993153.5
27466 0.0133912037127 398.5 104 9162445.65854
27467 0.0131134259282 398.5 101 8141578.92308
27468 0.0202430556528 75.1482758621 134 6130991.33333
27487 0.0143402777612 346.771428571 110 8680086.58537
27488 0.053020833293 102.307012987 359 19764376.7949
27489 0.0125347222202 355.327777778 96 7907818.66667
27490 0.0132638888899 375.631578947 103 8745215.0
27491 0.0131481480785 93.2789473684 93 5833850.14286
27493 0.00473379623145 371.785714286 36 2174143.76471
27495 0.0138310184702 432.495 107 8012972.93902
27510 0.0401851852657 267.831169172 113 4722469.55319
27511 0.0177430555923 373.703846154 46 2199741.0
27512 0.00446759269107 357.983333333 12 523896.0
27513 0.0181250000605 360.949615385 46 2164042.0
27514 0.0188310185913 372.885185185 48 2327897.6
27515 0.0117708334001 372.3 30 1447705.0
27516 0.194340277812 353.854010714 496 23706024.2484
27517 0.190127314883 324.930769231 497 21211894.6053
27518 0.146666666609 358.999052133 386 19125220.6296
27520 0.188888888923 347.607388842 495 23419611.5347
27521 0.0096990740858 177.121428571 25 1078544.44444
27522 0.190347222146 308.828467153 496 19761460.0533
27523 0.186886574025 186.080453357 469 12885154.6139
27525 0.0356944444356 188.504313725 109 3075578.0625
27528 0.041331018554 244.383050847 96 3366892.0
27529 0.0413078702986 228.180847458 102 3156185.0
27530 0.0439236110542 214.387301587 115 3418548.54545
27532 0.00905092596076 225.007692308 27 833241.375
27533 0.0427083333489 235.214754098 116 3633684.0
27535 0.00502314814366 296.45 14 538634.0
27537 0.0424189815531 304.66557377 114 4616411.0
27538 0.0378472222947 194.039222222 99 3175405.44444
27540 0.0570486111101 180.138554217 152 3636492.0
27542 0.0423032407416 200.281967213 181 5698387.44643
27543 0.0401041666046 132.951724138 168 4829589.69231
24282 0.0129745369777 121.881052632 58 6890400.0
24283 0.00628472224344 127.177777778 29 3831934.72
24284 0.00253472221084 128.025 12 1607478.0
24285 0.112361111096 107.76408642 497 59451009.8333
24286 0.118946759263 75.2311511628 497 46688893.8121
24287 0.110555555555 114.523875 497 56402601.3899
24288 0.112789351842 104.141411043 497 59091465.768
24293 0.00429398147389 108.888333333 20 2274316.84211
24294 0.0421875000466 80.8982622951 179 16214743.4773
24295 0.120219907374 78.649416185 497 48817392.3176
24296 0.116250000079 85.622994012 497 50969600.566
24297 0.0986111111706 64.3788704225 396 26151295.0769
24298 0.115185185219 442.595433735 497 86010725.6788
24299 0.118275462999 347.914209529 498 74967216.6497
24301 0.120775462943 207.440075167 498 43049966.2615
24306 0.104097222211 120.91451964 498 38673760.6154
24307 0.122349537094 311.619265537 497 66921450.3611
24308 0.0236921296455 318.291176471 97 13235956.6452
24309 0.0390509259887 98.3156386607 168 5394657.88235
24315 0.010567129706 315.573333333 43 5997734.6
24316 0.0103240740718 325.766666667 43 5786968.66667
24317 0.0215740740532 322.619354839 89 4539115.37037
24318 0.00341435184237 274.24 14 573191.230769
24319 0.00333333329763 275.22 14 569873.0
24320 0.0107175925514 123.356616188 41 1549021.0
24321 0.00479166663717 272.971428571 20 833612.0
24322 0.0140162036987 272.48 57 2398552.4717
24323 0.0144328704337 202.697079048 57 1791785.0
24324 0.0151504629757 271.823809524 62 2640687.0
24325 0.0136921296362 268.163157895 56 2398268.92308
24326 0.0137268519029 309.652631579 57 2692955.22857
24327 0.0146527778124 302.880952381 60 2916072.0
24328 0.0143518518889 285.980952381 59 2721006.25
24329 0.0136458333582 315.678947368 56 2840912.0
24331 0.0149074074579 314.423809524 62 3137543.95238
24332 0.0137037036475 309.278947368 57 2677111.875
24333 0.015046296292 292.641904762 61 3166006.31429
24335 0.114849537029 457.669879518 497 35196570.3926
24336 0.116076388978 429.142976707 497 34779802.4085
24337 0.112858796259 503.004320988 497 37740094.2295
24338 0.0418518518563 489.978333333 184 13536216.2857
24339 0.0993981481297 375.314986014 422 24419450.9831
24340 0.116782407393 401.84681629 497 31925136.514
24341 0.116562500014 399.401197605 497 29978339.0289
24342 0.0272222221829 420.3275 117 7256952.52941
24343 0.0551388888853 436.058227848 238 14994797.4227
24344 0.0279861111194 410.205 119 7791907.5
24345 0.121736111119 317.651428571 497 24703223.7394
24346 0.118379629683 388.236666667 497 30629120.9208
24347 0.113587962929 486.547195122 497 37985877.7771
24348 0.113252314739 491.775521472 497 37359605.7784
24349 0.117835648241 397.052264706 497 32857649.3824
24350 0.116111111129 430.691916168 497 32337986.2537
24351 0.0119560185121 429.529411765 52 3097572.4
24353 0.11645833333 418.010297619 497 32026630.9399
24355 0.0415277777938 187.271333333 196 5159090.22222
24356 0.00556712958496 167.44625 26 288138.5
24357 0.0242939814925 197.851428571 117 3201974.75
24358 0.0209490740672 193.176666667 100 2644826.82927
24359 0.0246990740998 148.605555556 115 2493602.5
24360 0.0217939815484 146.713548387 135 2812539.375
24361 0.0220717593329 137.45625 102 1992197.54545
24362 0.0116087963106 143.7875 54 1036657.44
24363 0.00533564807847 289.085714286 23 910681.368421
24364 0.113541666651 445.213496933 497 32306022.8714
24365 0.11662037042 391.096851726 497 31619466.6
24366 0.0214351851027 462.800252 94 6330767.05714
24367 0.114247685182 410.275151515 497 29833475.1129
24368 0.0271990741603 437.941025641 119 7871767.61538
24370 0.0078009259887 395.775 34 1994046.0
24371 0.115081018535 407.90373494 497 30635327.4426
24372 0.0664351851447 413.816842105 289 17652593.6864
24374 0.0356712962966 260.866409882 146 7971285.72881
24376 0.113055555499 459.339525276 497 34489991.6667
24377 0.11010416667 536.897861635 497 37870436.5533
24378 0.0162152777193 340.647826087 67 4481872.875
24379 0.00331018515863 486.18 15 1023459.0
24380 0.0118171296781 503.170588235 48 3301574.0
24381 0.00678240740672 592.6 30 2093159.0
24383 0.0120601850795 476.652941176 52 3560323.76471
24385 0.0140624999767 500.49047619 63 4405725.29508
24386 0.11136574077 494.349322981 497 34761393.6047
24387 0.108738425886 574.851528662 497 40939852.9412
24388 0.0278356481576 580.52 128 10490866.4242
24389 0.11010416667 470.153797468 497 35039489.6018
24390 0.0258564815158 489.372972973 116 8028258.80851
24391 0.0138078703312 499.36 62 4395422.36364
24392 0.0131481481949 481.315789474 58 3965727.5102
24393 0.0239351851633 388.991428571 177 11544869.25
24395 0.0362847222714 337.483255173 259 16908022.0123
24396 0.00380787043832 434.16 29 1929952.9
24397 0.0654398148181 410.260851064 497 34116514.0256
24398 0.080370370415 53.384497569 498 33214818.6923
24436 0.0650925926166 419.122465106 497 31478435.6033
24437 0.0660300926538 420.337368421 497 32174882.5049
24438 0.081458333414 295.470152239 497 32646159.4375
24439 0.0654050925514 405.157565474 497 30626942.2525
24440 0.0649884259328 436.895376344 497 33661378.8278
24441 0.0449768519029 452.743076923 346 23126681.8242
24442 0.0274421295617 353.775380875 204 12578744.1702
24443 0.0106944444124 194.569604733 75 2161600.0
24444 0.0175000000745 427.46 134 8776101.59091
24445 0.0447453703964 440.230769231 344 22946780.7158
24446 0.0105208333116 433.526666667 81 5318311.25455
24447 0.0582638889318 500.271428571 497 36440876.8603
24448 0.061921296292 434.270019303 497 33643250.7945
24449 0.0674652778544 275.132187629 497 31929578.625
24450 0.0433796296129 84.4820322581 292 10386384.381
24453 0.0649652777938 423.401489362 497 32356004.0099
24456 0.0212962962687 453.541935484 165 11145873.75
24457 0.0645833333256 453.943010753 497 32558589.28
24458 0.0253935185028 431.191351351 194 12524352.3448
24461 0.036331018433 464.598076923 294 20004842.1702
24462 0.0159027777845 432.673478261 119 7352651.83333
24525 0.0718171296176 263.629921417 497 27169206.6471
24526 0.0680555555737 326.142627133 497 26938353.5935
24527 0.0573958333116 328.597800866 430 26090124.4248
24528 0.0546296297107 113.510013782 386 5706846.39735
24536 0.056377314846 84.6505432099 223 4801771.85057
24575 0.0227199073415 340.175103125 165 9759115.38462